text,label
"Erik ten Hag: It was so difficult to see. Before the season there was the instruction about VAR only interfering in clear and obvious mistakes. That is definitely not a clear and obvious mistake from the on-field referee. #WHUMUN #MUFC https://t.co/rwJ2DkXckY""""",no-hate
"Erik ten Hag isn't getting sacked lol""""",no-hate
"@RomeInTheEast @FabrizioRomano Barca looked at him real good""""",no-hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"1 Win in the last 8 games and Erik ten Hag is still the coach of Man United? https://t.co/6TXih9dbHl""""",no-hate
"You can Sack Erik Ten Hag look at this beautiful family he's the bread winner https://t.co/LrlEcNZT50""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"@RomeInTheEast @FabrizioRomano Barca looked at him real good""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Sack Erik Ten Hag pls @ManUtd Enough is Enoughï¸""""",hate
"@Mind_Marcel Nope hell no . Erik Ten Hag is the man we need patience as a fanbase . Klopp took 8 years to win the league Arteta took time also . Give him time""""",no-hate
"I need someone to buy me an iPad so I can see Erik Ten Hag's Manchester united on the pl table""""",no-hate
"@vanguardngrnews Trust the process we are all with Erik Ten Hag.""""",no-hate
"1 Win in the last 8 games and Erik ten Hag is still the coach of Man United? https://t.co/6TXih9dbHl""""",no-hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"What Erik ten Hag is doing with Marcus Rashford is like Mikel Arteta moving Bukayo Saka to left back and shoving Ben White forward to be the focal point of Arsenal's attack. Madness.""""",no-hate
"@markgoldbridge Yes Have you met our manager Mark. Mr Erik Ten Hag !""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"@UtdShiv I just thought about it again - Erik Ten Hag will actually do well in another club. However with Manchester United there s so many factors involved""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
" Mission Relegation directed by Erik Ten Hag . Produced by bunch of clowns . #TenHagOut""""",hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"The fact that I so badly want Erik Ten Hag to succeed https://t.co/cWrwrXwvM6""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"Erik Ten Hag was the only one to get the rightfully full supporting system from the board first ever.""""",no-hate
"If by tomorow Erik Ten Hag is still the coach of Manchester United..... Then it is clear that the owners lack ambition for the club """"",hate
"@ESPNFC Erik ten Hag criticized the decision-making process that led to West Ham's late winner emphasizing the need for clarity and consistency in officiating... """"",no-hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"You definitely lost your mind if you gonna blame that horrible game on the Manager Erik Ten Hag can only do so much these players are just not I terested in playing for this club that's simple if you think otherwise you are also part of the problem.""""",no-hate
"Frank Lampard no fit handle Chelsea to become Barcelona na Manchester United him want handle? Erik Ten Hag don make everyone dey insult my club""""",no-hate
"You can Sack Erik Ten Hag look at this beautiful family he's the bread winner https://t.co/LrlEcNZT50""""",no-hate
"@ManUtd Please remove @ErikTenHag""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"@KurotamsJustus When is INEOS sacking Erik Ten Hag for crying out loud Am fuckin tired""""",hate
"@LFC I think we hired another Erik Ten Hag here Reds let's be honest... Being owned by Arsenal like this it's wild.""""",no-hate
" - Erik Ten Hag was FURIOUS with the penalty decision as he should! https://t.co/HxEXaEhwH7""""",no-hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"@UTDKara I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
"You may not like Erik ten Hag or believe he s the right man to lead Man Utd but today s defeat to West Ham was not him. Hard luck. #WHUMUN #MUFC""""",no-hate
"Investors will be monitoring any potential sudden shift on Utd s share price this week.Any dramatic drop in the price of Utd s shares on the New York Stock Exchange could be a strong signal that Erik Ten Hag has been sacked as manager.He is now hanging onto his job by a thread.""""",no-hate
"One thing I'm excited about is Erik Ten Hag being given all the time he needed to show those who supported him how incompetent he is. Finally every Man United fan is on the same page now...Mmoa!!""""",no-hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Erik ten hag resign or I m nicking your bike""""",hate
"@ESPNFC Erik ten Hag criticizes the controversial process that led to Bowen's stoppage-time winner! #ManUnited #WestHam #PL""""",no-hate
"What Erik ten Hag is doing with Marcus Rashford is like Mikel Arteta moving Bukayo Saka to left back and shoving Ben White forward to be the focal point of Arsenal's attack. Madness.""""",no-hate
" BREAKING NEWS: Manchester United have decided to sack Erik ten Hag. It will be made official tomorrow. Several candidates on the list more to follow. #MUFC https://t.co/gFDKT6bQel""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"I think it's time to stop please. Manchester United needs an overhaul and Erik Ten Hag needs to leave please.""""",hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"INEOS are Manchester United fans going to wake to Erik ten Hag sack news?""""",no-hate
"@dartvarder Do you still back Erik Ten Hag?""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"One win in their last 8 games #giveandgoal #MUFC #ManchesterUnited #manu #eriktenhag #tenhag https://t.co/7tIk8ZTGuF""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"If I see one more Erik ten hag picture on my Tl I might start crying.""""",no-hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"@TenHagBall_ Sack Erik Ten Hag already pls""""",hate
"@ManUtd Win or whatever Just we want ten hag out fuck Erik fuck Erik""""",hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"At this point if I see' Breaking News Erik Ten Hag has been sacked' ... Mi done watch for awhile ... Serious business mi can't bother with the start over the probation period""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"I just watched a video where someone said they should jail Erik ten hag this people too do abeg""""",hate
"ð³ð± Erik ten Hag has just ððð win in his last ððððð games for Manchester United this season. https://t.co/O9QrSupvef""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/IW3aRvjzOi""""",no-hate
"One thing I'm excited about is Erik Ten Hag being given all the time he needed to show those who supported him how incompetent he is. Finally every Man United fan is on the same page now...Mmoa!!""""",no-hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/k3470uoBSX""""",no-hate
"@SkySportsPL The gift that keeps on giving Erik ten Hag """"",no-hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"At this point if I see' Breaking News Erik Ten Hag has been sacked' ... Mi done watch for awhile ... Serious business mi can't bother with the start over the probation period""""",no-hate
"@ManUtd Let's move on from Erik Ten Hag. Bring another manager""""",no-hate
"Manchester United missed an open goal and conceded in stoppage time to lose 2-1 at West Ham in the Premier League piling more pressure on manager Erik ten Hag on Sunday. Read more: https://t.co/eK6WbC7DUo #GLNRSports https://t.co/6Qa1Rctsbl""""",no-hate
"Repost in solidarity for Erik Ten Hag.. Manchester United trust the process. https://t.co/nc7tGoV5ts""""",no-hate
"I am actually better than Erik Ten Hag .. I see things for what they are and I am not as delusional as him .""""",hate
"Breaking News!!!!! @FabrizioRomano Erik Ten Hag has been sacked by Manchester United Directors!! #ManchesterUnited #TenHagOut #PremierLeague #FIFA #uefachampionsleague https://t.co/EulOObRsCu""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
"Losing today should be the final nail in the coffin for Erik ten hag @ManUtd #mufc @INEOSGrenadiers @INEOS Sack him NOW #TENHAGOUT @lauriewhitwell @FabrizioRomano @David_Ornstein""""",hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"Y all protect Erik Ten Hag by all cause https://t.co/rG2fWPToZk""""",no-hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"Investors will be monitoring any potential sudden shift on Utd s share price this week.Any dramatic drop in the price of Utd s shares on the New York Stock Exchange could be a strong signal that Erik Ten Hag has been sacked as manager.He is now hanging onto his job by a thread.""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/R6kE8wB3iU""""",no-hate
"@RMCF_Jude Erik Ten Hag is good the main problems are the players they play like they are kids""""",no-hate
"Sack Erik ten Hag he's not good for Manchester united pathetic""""",hate
"Ten Hag blames injustice but is poor finishing costing Man Utd?: Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ham were awarded a late controversial penalty. https://t.co/Ek7vEdnNMz""""",no-hate
"@metalmarkie How is Erik Ten Hag right now""""",no-hate
"At some point we all have to realize that the level at which we miss clear cut chances is may not be a coincidence. The level is of quality doesn t justify this injustice. Something has to change #erik ten hag #MUFC #ineos""""",no-hate
"No matter what tiktok/twitter tacticos say Xavi will NEVER be an upgrade on Erik ten Hag. I m happy he feels that way about us tho.""""",no-hate
"Matches played: 9 Point: 11 Man United's 9/11 When you are a Former Manchester United fan Forever Ronaldo fan and Erik Ten hag hater then you can sleep well nowadays I'm sleeping well .... https://t.co/IUCb7hy7oD""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"I ll never forgive Erik ten Hag """"",hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
" We played so good... So I can't criticize my team for not playing well. Man United boss Erik ten Hag speaks following a controversial late defeat against West Ham. https://t.co/LG4sUOIMoX""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Breaking Manchester United sacked Erik Ten hag #MUFC""""",no-hate
"@NoodleHairCR7 Let it sink in that Erik ten hag is playing favoritism in football""""",no-hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"@FabrizioRomano Any new news on Erik Ten Hag? @FabrizioRomano""""",no-hate
"@UtdBloke_ Rome wasn't built in a day bro! Have some patience. Erik Ten Hag is the right man for the job. """"",no-hate
"ï¸ That's the third time I feel real injustice in the season Erik ten Hag on the penalty decision in the defeat against West Ham United. #MUFC #BBCPL""""",no-hate
"I just watched a video where someone said they should jail Erik ten hag this people too do abeg""""",hate
"@NoodleHairCR7 Let it sink in that Erik ten hag is playing favoritism in football""""",no-hate
"How does any manager in the world survive this? Get Erik ten Hag gone. https://t.co/2qLulVQp7S""""",no-hate
"Erik Ten Hag needs to be sacked. It s the start of his third season and United aren t competitive enough week-in week out when we have a more-than-capable squad (most of whom were signed by him). Being 14th place after 9 games is quite frankly unacceptable.""""",hate
"Y all protect Erik Ten Hag by all cause https://t.co/rG2fWPToZk""""",no-hate
"That s our new RWB Erik Ten Hag football """"",no-hate
"@UTDFondre W should sack Erik Ten Hag immediately.""""",hate
"Honestly sacking Erik Ten Hag isn t enough. I need him ****** in front of his family and for it to be televised live for the whole world especially his family to see""""",hate
" Just Sack Erik Ten Hag? The Munde react to the West Ham loss and we talk about fans conspiracies about the managerial link with Xavi Hernandez. - https://t.co/Uox6FZcsBP https://t.co/t1OQTf5MMI""""",hate
"I hope we get the news tomorrow Erik ten Hag needs to leave ASAP! The mediocrity stinks""""",hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
You are such a 69!,hate
You are such a @55!,hate
You are such a @ssfcker!,hate
You are such a @ssfucker!,hate
You are such a @ssfvcker!,hate
You are such a @sshole!,hate
You are such a 0ral seks!,hate
You are such a 0ral sex!,hate
You are such a 0rg@sm!,hate
You are such a 0rgasms!,hate
You are such a 3jakulating!,hate
You are such a 4r5e!,hate
You are such a 4r5ed!,hate
You are such a 4r5es!,hate
You are such a 4skin!,hate
You are such a 5h17!,hate
You are such a 5h1t!,hate
You are such a 5kank!,hate
You are such a a_s_s!,hate
You are such a abbie!,hate
You are such a abeed!,hate
You are such a aboe!,hate
You are such a anal!,hate
You are such a anal hole!,hate
You are such a anal hore!,hate
You are such a anal pirate!,hate
You are such a analingus!,hate
You are such a analplug!,hate
You are such a analplugs!,hate
You are such a anilingus!,hate
You are such a animal fucker!,hate
You are such a anus!,hate
You are such a anus plug!,hate
You are such a ape shit!,hate
You are such a ape shite!,hate
You are such a apeshit!,hate
You are such a apeshite!,hate
You are such a ar5e!,hate
You are such a ar5ehole!,hate
You are such a arse!,hate
You are such a arse gobbler!,hate
You are such a arse hole!,hate
You are such a arse-bandit!,hate
You are such a arse-bandits!,hate
You are such a arse-fucker!,hate
You are such a arse-fuckers!,hate
You are such a arse-hole!,hate
You are such a arse-shagger!,hate
You are such a arsefuck!,hate
You are such a arsefucker!,hate
You are such a arsehole!,hate
You are such a arseshit!,hate
You are such a arsewipe!,hate
You are such a ashole!,hate
You are such a ass!,hate
You are such a ass bandit!,hate
You are such a ass eating boiolas!,hate
You are such a ass eating nob jokeys!,hate
You are such a ass fecker!,hate
You are such a ass fuck!,hate
You are such a ass fucker!,hate
You are such a ass fucking boiolas!,hate
You are such a ass fucking nob jokeys!,hate
You are such a ass hole!,hate
You are such a ass kisser!,hate
You are such a ass licking!,hate
You are such a ass muncher!,hate
You are such a ass-bandit!,hate
You are such a ass-fucker!,hate
You are such a ass-fuckers!,hate
You are such a ass-hole!,hate
You are such a asses!,hate
You are such a assface!,hate
You are such a assfck!,hate
You are such a assfcker!,hate
You are such a assfk!,hate
You are such a assfkcer!,hate
You are such a assfker!,hate
You are such a assfkr!,hate
You are such a assfook!,hate
You are such a assfuccer!,hate
You are such a assfuck!,hate
You are such a assfuck3r!,hate
You are such a assfucker!,hate
You are such a assfuckers!,hate
You are such a assfuckerz!,hate
You are such a assfukah!,hate
You are such a assfukka!,hate
You are such a assfukker!,hate
You are such a assfukkerz!,hate
You are such a assfvck3r!,hate
You are such a assfvcker!,hate
You are such a asshat!,hate
You are such a asshol3!,hate
You are such a asshole!,hate
You are such a asshole fucker!,hate
You are such a assholes!,hate
You are such a assmunch!,hate
You are such a assmuncher!,hate
You are such a asswhole!,hate
You are such a asswipe!,hate
You are such a axe wound!,hate
You are such a azz!,hate
You are such a azzhole!,hate
You are such a b to the inch!,hate
You are such a b！tch!,hate
You are such a b00bz!,hate
You are such a b0llock!,hate
You are such a b0llocks!,hate
You are such a b1+ch!,hate
You are such a b17ch!,hate
You are such a b1otch!,hate
You are such a b1otchs!,hate
You are such a b1tch!,hate
You are such a b1tch1ng!,hate
You are such a b1tch35!,hate
You are such a b1tch3s!,hate
You are such a b1tchees!,hate
You are such a b1tches!,hate
You are such a b1tchez!,hate
You are such a b1tchin!,hate
You are such a b1tching!,hate
You are such a b1tchs!,hate
You are such a b1tchy!,hate
You are such a baby batter!,hate
You are such a ballbag!,hate
You are such a bangbros!,hate
You are such a bassturd!,hate
You are such a bastard!,hate
You are such a bastardish!,hate
You are such a bastards!,hate
You are such a basterd!,hate
You are such a bastid!,hate
You are such a bastinado!,hate
You are such a basturd!,hate
You are such a bater!,hate
You are such a bates!,hate
You are such a batshit!,hate
You are such a batshite!,hate
You are such a bbc!,hate
You are such a bean queen!,hate
You are such a beaner!,hate
You are such a beaners!,hate
You are such a beat my meat!,hate
You are such a beat off!,hate
You are such a beat the meat!,hate
You are such a beat your meat!,hate
You are such a beeotch!,hate
You are such a bell end!,hate
You are such a bellend!,hate
You are such a bender!,hate
You are such a bewbs!,hate
You are such a beyoch!,hate
You are such a beyotch!,hate
You are such a bi + ch!,hate
You are such a bi+ch!,hate
You are such a biatch!,hate
You are such a biches!,hate
You are such a biotch!,hate
You are such a biotches!,hate
You are such a biotchez!,hate
You are such a bishes!,hate
You are such a bitch!,hate
You are such a bitch3s!,hate
You are such a bitchass!,hate
You are such a bitchasses!,hate
You are such a bitched!,hate
You are such a bitcher!,hate
You are such a bitchers!,hate
You are such a bitches!,hate
You are such a bitchez!,hate
You are such a bitchfuck!,hate
You are such a bitchhole!,hate
You are such a bitchin!,hate
You are such a bitchin'!,hate
You are such a bitching!,hate
You are such a bitchlike!,hate
You are such a bitchness!,hate
You are such a bitchs!,hate
You are such a bitchslap!,hate
You are such a bitchtits!,hate
You are such a bitchy!,hate
You are such a bitchy ass!,hate
You are such a bizzach!,hate
You are such a BJ!,hate
You are such a blacky!,hate
You are such a blow a load!,hate
You are such a blow job!,hate
You are such a blowjob!,hate
You are such a blumpkin boy!,hate
You are such a boll0ck!,hate
You are such a bollock!,hate
You are such a bollockchops!,hate
You are such a bollocks!,hate
You are such a bollocktician!,hate
You are such a bollox!,hate
You are such a bondage!,hate
You are such a boner!,hate
You are such a bonk juice!,hate
You are such a boobs!,hate
You are such a booty!,hate
You are such a breasticles!,hate
You are such a breasts!,hate
You are such a bugger!,hate
You are such a bugger off!,hate
You are such a bull shit!,hate
You are such a bullshi!,hate
You are such a bullshit!,hate
You are such a bullshite!,hate
You are such a bum-bandits!,hate
You are such a bum-driller!,hate
You are such a bumhole!,hate
You are such a bung hole!,hate
You are such a butt fuck!,hate
You are such a butt fucker!,hate
You are such a butt hole!,hate
You are such a butt pirate!,hate
You are such a butt-fucker!,hate
You are such a butt-fuckers!,hate
You are such a butt-fucking-bandit!,hate
You are such a butt-munchers!,hate
You are such a buttermilk!,hate
You are such a buttfuck!,hate
You are such a buttfucker!,hate
You are such a buttfuckers!,hate
You are such a butthole!,hate
You are such a butthole boy!,hate
You are such a bwc!,hate
You are such a c*nt!,hate
You are such a c*ntface!,hate
You are such a c*nts!,hate
You are such a c*nty!,hate
You are such a c00n!,hate
You are such a c00nies!,hate
You are such a c0ck!,hate
You are such a c0ckhead!,hate
You are such a c0cks!,hate
You are such a c0cksuccer!,hate
You are such a c0cksucked!,hate
You are such a c0cksucker!,hate
You are such a c0cksuckers!,hate
You are such a c0x!,hate
You are such a c0xux0r!,hate
You are such a caaak!,hate
You are such a caca!,hate
You are such a cack!,hate
You are such a cagone!,hate
You are such a cajones!,hate
You are such a Camel jockey!,hate
You are such a cameltoe!,hate
You are such a carpet muncher!,hate
You are such a carpetmuncher!,hate
You are such a carpetmunchers!,hate
You are such a carpetmunching!,hate
You are such a cawk!,hate
You are such a cawk muncher!,hate
You are such a cawkmuncher!,hate
You are such a cawks!,hate
You are such a cawksucker!,hate
You are such a ch1nk!,hate
You are such a chesticles!,hate
You are such a china-virus!,hate
You are such a chinavirus!,hate
You are such a chinese-virus!,hate
You are such a chingchong!,hate
You are such a chink!,hate
You are such a chinky!,hate
You are such a choad nectar!,hate
You are such a chocha!,hate
You are such a choke the chicken!,hate
You are such a cholo!,hate
You are such a clitlickers!,hate
You are such a closet fuckhead!,hate
You are such a clusterfuck!,hate
You are such a clusterfucked!,hate
You are such a clusterfucker!,hate
You are such a clusterfucking!,hate
You are such a clusterfucks!,hate
You are such a cobb knobbler!,hate
You are such a cock!,hate
You are such a cock droplets!,hate
You are such a cock head!,hate
You are such a cock jockey!,hate
You are such a cock knocker!,hate
You are such a cock licker!,hate
You are such a cock munch!,hate
You are such a cock rider!,hate
You are such a cock smoker!,hate
You are such a cock snot!,hate
You are such a cock suck!,hate
You are such a cock sucker!,hate
You are such a cock sucking!,hate
You are such a cock sucking boiolas!,hate
You are such a cock sucking nob jokeys!,hate
You are such a cock tease!,hate
You are such a cock-face!,hate
You are such a cock-gobbler!,hate
You are such a cock-head!,hate
You are such a cock-sucker!,hate
You are such a cock-suckers!,hate
You are such a cockboy!,hate
You are such a cockeater!,hate
You are such a cockface!,hate
You are such a cockgobbler!,hate
You are such a cockh3ad!,hate
You are such a cockhead!,hate
You are such a cockheads!,hate
You are such a cockhed!,hate
You are such a cockless!,hate
You are such a cocklicker!,hate
You are such a cockmonger!,hate
You are such a cockmunch!,hate
You are such a cockmuncher!,hate
You are such a cocks!,hate
You are such a cockshit!,hate
You are such a cockskin!,hate
You are such a cocksmoker!,hate
You are such a cocksucc!,hate
You are such a cocksuccas!,hate
You are such a cocksuccer!,hate
You are such a cocksuccers!,hate
You are such a cocksuck!,hate
You are such a cocksuckas!,hate
You are such a cocksucked!,hate
You are such a cocksucker!,hate
You are such a cocksuckers!,hate
You are such a cocksucking!,hate
You are such a cocksucking mothafuckers!,hate
You are such a cocksucks!,hate
You are such a cocksuk!,hate
You are such a cocksuka!,hate
You are such a cocksukka!,hate
You are such a cocsuck!,hate
You are such a cokmuncher!,hate
You are such a coksucka!,hate
You are such a coolie!,hate
You are such a coon!,hate
You are such a coon1es!,hate
You are such a cooni3s!,hate
You are such a coonie!,hate
You are such a coonies!,hate
You are such a coons!,hate
You are such a coot!,hate
You are such a coot coot!,hate
You are such a cooter!,hate
You are such a cooter shooting!,hate
You are such a cooterpuffing!,hate
You are such a cooties!,hate
You are such a cotton picker!,hate
You are such a crazy mofos!,hate
You are such a crazy sob!,hate
You are such a creampie!,hate
You are such a crotch!,hate
You are such a crotch fiddler!,hate
You are such a crotchy!,hate
You are such a crow!,hate
You are such a crows!,hate
You are such a cuksuker!,hate
You are such a cuksukka!,hate
You are such a cum goon!,hate
You are such a cumball!,hate
You are such a cumdumpster!,hate
You are such a cumming!,hate
You are such a cums!,hate
You are such a cumslut!,hate
You are such a cumz!,hate
You are such a cunnilingus!,hate
You are such a cunt!,hate
You are such a cunt ass!,hate
You are such a cunt fart!,hate
You are such a cunt lick!,hate
You are such a cunt licker!,hate
You are such a cunt lips!,hate
You are such a cuntasaurus rex!,hate
You are such a cuntbag!,hate
You are such a cuntbollock!,hate
You are such a cuntelope!,hate
You are such a cuntits!,hate
You are such a cuntless!,hate
You are such a cuntlick!,hate
You are such a cuntlicker!,hate
You are such a cuntlickers!,hate
You are such a cuntness!,hate
You are such a cunts!,hate
You are such a cunty!,hate
You are such a cuntz!,hate
You are such a cuunt!,hate
You are such a cyberfck!,hate
You are such a cyberfcks!,hate
You are such a cyberfuccs!,hate
You are such a cyberfucks!,hate
You are such a cyberfucs!,hate
You are such a cyberfukk!,hate
You are such a cyberfukks!,hate
You are such a cyberfvcks!,hate
You are such a d!ck!,hate
You are such a d!cks!,hate
You are such a d!ld0!,hate
You are such a d!ldo!,hate
You are such a d0ggy style!,hate
You are such a d1ck!,hate
You are such a d1ckhead!,hate
You are such a d1ckheads!,hate
You are such a d1cks!,hate
You are such a d1cksucker!,hate
You are such a d1cksukka!,hate
You are such a d1ckz!,hate
You are such a d1ldo!,hate
You are such a dafuq!,hate
You are such a dago!,hate
You are such a darkass!,hate
You are such a darkfuck!,hate
You are such a darkie!,hate
You are such a darkshit!,hate
You are such a darktard!,hate
You are such a darky!,hate
You are such a dick breath!,hate
You are such a dick face!,hate
You are such a dick fucker!,hate
You are such a dick head!,hate
You are such a dick licker!,hate
You are such a dick milker!,hate
You are such a dick nibbler!,hate
You are such a dick smoker!,hate
You are such a dick sucker!,hate
You are such a dick-face!,hate
You are such a dick-gobbler!,hate
You are such a dick-head!,hate
You are such a dickface!,hate
You are such a dickfucker!,hate
